,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
474145,2020-04-28 12:00:00,5.65,18.12,3.76,8.28,12.08,12.07,0.33,5.47,47.39,1.06,5.56,0.34,51.0
474146,2020-04-28 13:00:00,6.48,17.38,3.86,7.97,11.88,12.05,0.34,5.54,42.89,1.47,6.19,0.39,48.0
474147,2020-04-28 14:00:00,6.84,20.79,3.84,7.74,11.59,12.35,0.33,5.34,45.59,1.48,6.38,0.38,50.0
474148,2020-04-28 15:00:00,7.54,19.25,3.87,7.91,11.84,12.53,0.32,5.52,46.14,1.18,6.03,0.31,51.0
474149,2020-04-28 16:00:00,7.55,18.03,3.91,8.15,12.09,12.5,0.33,5.53,43.59,1.5,5.91,0.39,52.0
474150,2020-04-28 17:00:00,7.42,20.44,4.17,10.42,14.64,12.54,0.36,5.35,34.74,1.43,6.29,0.39,52.0
474151,2020-04-28 18:00:00,7.91,20.11,4.04,11.48,15.57,12.47,0.42,5.29,31.39,1.67,6.59,0.49,52.0
474152,2020-04-28 19:00:00,8.0,19.58,4.1,11.74,15.88,12.64,0.42,5.24,26.08,2.8,6.82,0.71,52.0
474153,2020-04-28 20:00:00,8.46,23.24,3.98,10.38,14.41,12.59,0.4,5.36,30.22,2.46,6.22,0.58,48.0
474154,2020-04-28 21:00:00,8.28,21.77,4.18,10.68,14.9,12.54,0.42,4.75,21.92,2.17,6.39,0.5,48.0
474155,2020-04-28 22:00:00,10.1,22.11,4.73,19.14,23.94,12.23,0.49,4.19,15.0,2.85,7.71,0.73,48.0
474156,2020-04-28 23:00:00,11.96,26.16,3.36,13.18,16.6,10.84,0.42,4.49,27.34,3.33,9.96,0.88,45.0
474157,2020-04-29 00:00:00,11.56,24.32,3.31,9.96,13.34,10.83,0.37,4.68,24.89,2.32,8.22,0.66,38.0
474158,2020-04-29 01:00:00,11.81,23.32,4.26,16.01,20.32,12.09,0.39,4.78,14.7,2.15,7.3,0.57,36.0
474159,2020-04-29 02:00:00,12.65,25.67,4.88,17.41,22.34,12.18,0.43,4.43,8.99,2.59,8.26,0.77,35.0
474160,2020-04-29 03:00:00,15.51,29.41,5.18,16.03,21.26,12.55,0.45,4.56,7.92,3.23,9.9,0.85,35.0
474161,2020-04-29 04:00:00,18.02,33.46,4.89,14.17,19.1,13.04,0.46,4.42,7.58,3.65,10.31,0.88,33.0
474162,2020-04-29 05:00:00,18.99,36.35,5.27,13.75,19.07,12.81,0.46,4.28,5.89,3.86,9.98,0.96,34.0
474163,2020-04-29 06:00:00,21.04,34.47,6.06,14.11,20.22,12.49,0.5,4.51,5.31,4.32,11.13,1.07,34.0
474164,2020-04-29 07:00:00,23.44,38.83,6.02,13.96,20.07,12.69,0.47,5.16,15.28,4.34,11.41,1.06,32.0
474165,2020-04-29 08:00:00,23.34,39.78,4.65,11.04,15.74,12.82,0.37,6.2,29.89,2.87,9.04,0.82,34.0
474166,2020-04-29 09:00:00,20.67,37.77,4.06,8.22,12.32,12.58,0.32,6.61,37.21,1.69,6.45,0.47,38.0
474167,2020-04-29 10:00:00,17.24,32.31,3.89,7.46,11.41,12.24,0.3,6.76,41.82,1.17,5.63,0.32,42.0
474168,2020-04-29 11:00:00,16.45,27.81,3.92,7.17,11.11,12.31,0.3,6.64,42.97,1.06,5.48,0.3,44.0
474169,2020-04-29 12:00:00,13.31,24.72,3.93,7.15,11.13,12.72,0.3,6.85,49.8,1.15,6.45,0.31,50.0
474170,2020-04-29 13:00:00,13.01,26.11,3.85,8.16,12.06,12.78,0.31,8.03,59.01,1.25,6.41,0.33,59.0
474171,2020-04-29 14:00:00,16.43,27.98,3.85,8.65,12.56,12.53,0.32,9.35,69.59,1.38,5.7,0.3,70.0
474172,2020-04-29 15:00:00,17.34,31.64,3.8,8.42,12.25,12.47,0.31,8.71,64.01,1.43,6.22,0.31,70.0
474173,2020-04-29 16:00:00,17.13,32.65,3.76,7.84,11.64,12.5,0.28,6.92,53.89,1.28,6.6,0.31,70.0
474174,2020-04-29 17:00:00,15.77,33.51,3.74,8.41,12.21,12.75,0.29,6.48,55.52,1.22,6.44,0.28,70.0
474175,2020-04-29 18:00:00,15.99,31.63,3.87,9.24,13.16,12.49,0.32,6.47,51.89,1.38,5.65,0.36,70.0
474176,2020-04-29 19:00:00,16.77,30.77,3.75,9.44,13.27,12.68,0.34,5.79,45.62,1.92,5.33,0.46,70.0
474177,2020-04-29 20:00:00,16.29,31.27,3.67,9.44,13.15,12.99,0.36,5.94,42.8,1.81,5.38,0.41,70.0
474178,2020-04-29 21:00:00,16.02,29.08,3.75,10.03,13.83,13.13,0.39,6.19,39.2,2.62,6.38,0.53,70.0
474179,2020-04-29 22:00:00,15.67,31.32,3.88,8.51,12.43,13.24,0.35,5.99,38.47,2.16,5.63,0.45,64.0
474180,2020-04-29 23:00:00,15.39,29.92,3.82,7.97,11.84,12.76,0.31,5.31,36.66,1.46,4.93,0.35,57.0
474181,2020-04-30 00:00:00,14.5,30.19,1.18,8.22,9.4,12.74,0.29,5.25,39.69,1.22,4.75,0.3,55.0
474182,2020-04-30 01:00:00,12.04,28.38,3.94,7.85,11.84,13.01,0.3,4.78,26.83,1.23,5.18,0.3,52.0
474183,2020-04-30 02:00:00,11.37,26.87,3.83,7.39,11.27,13.1,0.29,4.73,24.79,1.11,6.08,0.34,46.0
474184,2020-04-30 03:00:00,10.33,24.17,3.83,7.02,10.87,12.75,0.28,5.21,22.57,1.01,5.55,0.32,43.0
474185,2020-04-30 04:00:00,10.15,23.89,4.04,7.36,11.45,12.5,0.29,5.5,19.34,0.93,5.21,0.38,40.0
474186,2020-04-30 05:00:00,9.54,23.24,3.87,7.9,11.82,12.89,0.28,5.07,18.7,1.11,5.91,0.49,39.0
474187,2020-04-30 06:00:00,8.75,22.6,4.17,8.24,12.44,13.42,0.3,4.69,18.29,1.13,5.96,0.38,37.0
474188,2020-04-30 07:00:00,8.51,22.37,4.3,9.93,14.26,12.56,0.33,5.13,18.87,1.53,6.11,0.39,32.0
474189,2020-04-30 08:00:00,10.02,25.32,4.7,10.75,15.49,12.11,0.35,6.27,23.21,1.48,5.39,0.4,31.0
474190,2020-04-30 09:00:00,11.63,25.51,4.8,12.44,17.29,12.13,0.33,9.32,32.91,1.4,5.56,0.37,34.0
474191,2020-04-30 10:00:00,13.75,26.43,4.86,15.27,20.18,12.49,0.32,13.57,45.7,1.4,5.9,0.36,46.0
474192,2020-04-30 11:00:00,14.46,29.47,4.03,9.29,13.35,12.84,0.32,7.98,55.91,1.34,6.23,0.32,56.0
474193,2020-04-30 12:00:00,14.73,31.08,3.72,7.16,10.92,12.76,0.3,6.4,50.88,1.2,6.22,0.29,56.0
474194,2020-04-30 13:00:00,14.9,31.44,3.81,7.69,11.55,12.74,0.31,6.33,49.74,1.06,5.39,0.28,56.0
474195,2020-04-30 14:00:00,15.52,32.8,3.81,8.31,12.16,12.89,0.32,7.52,56.47,1.13,5.42,0.28,58.0
474196,2020-04-30 15:00:00,15.18,31.51,3.76,8.38,12.18,12.69,0.31,9.0,58.23,1.16,5.43,0.25,59.0
474197,2020-04-30 16:00:00,15.28,32.39,3.66,8.99,12.69,12.39,0.29,11.07,63.81,1.42,6.12,0.27,65.0
474198,2020-04-30 17:00:00,15.59,30.79,3.75,8.77,12.54,12.42,0.29,9.75,69.26,1.3,5.93,0.25,70.0
474199,2020-04-30 18:00:00,18.41,32.65,3.73,9.87,13.66,12.8,0.33,11.9,55.99,2.58,5.52,0.29,70.0
474200,2020-04-30 19:00:00,20.02,34.13,3.81,8.2,12.05,12.88,0.29,8.2,50.77,2.07,5.44,0.31,70.0
474201,2020-04-30 20:00:00,17.01,30.93,3.9,10.06,13.99,12.69,0.33,8.23,40.31,1.13,6.28,0.29,70.0
474202,2020-04-30 21:00:00,17.63,33.75,3.75,11.82,15.61,12.58,0.36,9.7,31.78,2.15,5.53,0.37,70.0
474203,2020-04-30 22:00:00,16.66,36.99,3.86,9.14,13.05,12.76,0.33,6.8,32.17,2.45,5.21,0.41,70.0
474204,2020-04-30 23:00:00,17.19,36.37,3.73,8.59,12.37,12.84,0.32,5.69,28.58,1.43,4.79,0.31,69.0
474205,2020-05-01 00:00:00,14.68,32.84,3.79,8.11,11.95,13.2,0.33,5.2,25.61,1.6,4.72,0.3,69.0
474206,2020-05-01 01:00:00,13.76,30.61,3.52,7.43,10.99,12.78,0.26,5.02,24.9,1.83,5.07,0.3,57.0
474207,2020-05-01 02:00:00,13.87,28.97,3.71,6.69,10.45,12.6,0.24,5.04,24.16,1.25,4.92,0.26,51.0
474208,2020-05-01 03:00:00,12.79,25.48,3.82,7.05,10.93,12.87,0.25,5.61,22.49,0.94,4.71,0.3,40.0
474209,2020-05-01 04:00:00,10.48,24.33,4.14,8.04,12.22,12.66,0.24,7.66,30.42,1.21,4.51,0.35,34.0
474210,2020-05-01 05:00:00,8.88,23.96,3.94,8.98,12.96,12.03,0.27,5.9,34.21,0.95,4.41,0.31,36.0
474211,2020-05-01 06:00:00,8.13,21.6,4.03,8.49,12.58,12.24,0.26,5.93,40.77,0.8,4.71,0.32,39.0
474212,2020-05-01 07:00:00,7.61,18.63,3.82,7.47,11.32,12.59,0.26,5.72,44.39,0.85,4.5,0.21,45.0
474213,2020-05-01 08:00:00,6.89,19.74,3.93,7.25,11.23,12.41,0.26,5.95,44.32,0.87,4.71,0.24,45.0
474214,2020-05-01 09:00:00,7.52,21.62,3.76,7.14,10.94,12.25,0.28,5.59,46.25,1.0,5.16,0.25,47.0
474215,2020-05-01 10:00:00,9.95,22.81,3.77,7.79,11.6,12.24,0.29,7.37,49.88,1.02,5.49,0.26,50.0
474216,2020-05-01 11:00:00,11.05,25.56,3.84,7.78,11.64,12.41,0.29,8.05,48.27,0.91,5.33,0.23,52.0
474217,2020-05-01 12:00:00,12.67,25.98,3.88,7.38,11.31,12.35,0.3,7.96,47.05,0.97,5.13,0.23,53.0
474218,2020-05-01 13:00:00,14.16,31.17,3.83,7.22,11.1,12.2,0.29,7.54,46.61,0.98,5.0,0.22,54.0
474219,2020-05-01 14:00:00,15.19,36.54,3.63,7.45,11.14,12.16,0.3,6.67,53.0,1.14,6.2,0.24,59.0
474220,2020-05-01 15:00:00,12.42,31.98,3.66,7.16,10.87,12.41,0.29,5.41,46.75,1.27,7.03,0.31,59.0
474221,2020-05-01 16:00:00,13.24,32.88,3.65,7.09,10.76,12.69,0.3,5.42,41.72,1.22,5.55,0.32,59.0
474222,2020-05-01 17:00:00,12.39,31.33,3.73,7.4,11.17,12.41,0.3,5.43,35.67,1.41,4.94,0.32,59.0
474223,2020-05-01 18:00:00,10.17,27.07,3.99,8.72,12.76,12.48,0.31,5.17,36.29,1.49,5.16,0.4,57.0
474224,2020-05-01 19:00:00,8.6,22.62,3.64,7.4,11.08,12.82,0.26,4.76,43.61,0.94,6.49,0.29,57.0
474225,2020-05-01 20:00:00,6.62,19.29,3.77,8.36,12.17,13.19,0.28,4.97,43.84,1.08,6.48,0.37,56.0
474226,2020-05-01 21:00:00,5.66,19.19,3.87,8.98,12.89,12.67,0.31,4.84,33.63,1.34,5.5,0.38,56.0
474227,2020-05-01 22:00:00,6.19,18.37,4.05,12.38,16.48,12.27,0.36,5.01,22.9,1.54,6.09,0.48,50.0
474228,2020-05-01 23:00:00,8.09,21.12,4.46,15.1,19.62,12.63,0.37,4.93,19.88,2.03,7.43,0.58,47.0
474229,2020-05-02 00:00:00,9.39,23.25,4.11,11.2,15.36,12.93,0.32,4.82,21.72,2.1,8.13,0.52,47.0
474230,2020-05-02 01:00:00,9.13,23.17,4.17,12.02,16.23,12.48,0.33,4.52,21.59,1.72,7.29,0.45,47.0
474231,2020-05-02 02:00:00,9.54,21.47,4.2,10.19,14.44,12.16,0.32,4.55,19.62,1.53,6.34,0.41,47.0
474232,2020-05-02 03:00:00,10.77,21.77,4.08,10.46,14.58,12.15,0.33,4.47,16.46,1.6,6.94,0.42,46.0
474233,2020-05-02 04:00:00,9.54,22.46,4.17,11.68,15.89,12.65,0.34,4.05,13.57,1.73,8.83,0.51,39.0
474234,2020-05-02 05:00:00,12.11,25.83,4.36,13.17,17.58,12.67,0.32,4.76,10.6,1.89,8.65,0.53,32.0
474235,2020-05-02 06:00:00,12.9,25.31,4.86,12.95,17.86,12.28,0.34,4.86,9.47,2.15,7.17,0.53,31.0
474236,2020-05-02 07:00:00,15.69,30.74,5.09,12.31,17.46,12.09,0.39,5.65,12.47,2.97,6.53,0.53,31.0
474237,2020-05-02 08:00:00,17.99,36.18,4.84,11.77,16.65,12.46,0.41,5.64,16.74,2.82,7.36,0.56,31.0
474238,2020-05-02 09:00:00,17.98,35.48,4.7,11.85,16.58,12.52,0.41,6.52,26.37,2.62,7.6,0.58,33.0
474239,2020-05-02 10:00:00,18.76,36.53,4.13,9.41,13.57,12.4,0.36,6.67,37.37,2.18,6.45,0.46,39.0
474240,2020-05-02 11:00:00,20.02,35.96,4.06,8.05,12.18,12.15,0.34,6.04,43.33,1.7,5.6,0.36,43.0
474241,2020-05-02 12:00:00,18.3,33.36,3.92,7.72,11.63,12.45,0.35,6.11,46.72,1.76,5.87,0.37,47.0
474242,2020-05-02 13:00:00,17.27,34.04,3.92,7.66,11.64,12.61,0.35,6.09,48.93,1.75,6.18,0.33,49.0
474243,2020-05-02 14:00:00,16.32,33.53,3.8,8.19,12.03,12.47,0.37,6.46,58.15,1.8,6.19,0.34,58.0
474244,2020-05-02 15:00:00,17.35,34.82,3.73,8.7,12.49,12.55,0.4,6.57,61.05,2.01,6.51,0.39,63.0
474245,2020-05-02 16:00:00,19.58,36.18,3.77,8.95,12.78,12.57,0.4,7.07,55.69,2.07,7.14,0.39,64.0
474246,2020-05-02 17:00:00,22.61,38.19,3.93,9.32,13.29,12.63,0.39,6.99,46.77,1.81,6.56,0.39,64.0
474247,2020-05-02 18:00:00,22.49,37.17,3.86,9.82,13.74,12.41,0.42,6.92,43.09,2.36,6.46,0.44,64.0
474248,2020-05-02 19:00:00,20.84,36.44,3.99,9.98,14.01,12.37,0.45,5.48,31.6,1.96,6.1,0.44,64.0
474249,2020-05-02 20:00:00,19.09,37.57,3.88,11.36,15.26,12.57,0.49,5.36,24.32,2.27,6.15,0.49,64.0
474250,2020-05-02 21:00:00,21.72,40.07,4.04,13.92,18.01,12.66,0.52,4.98,21.31,2.66,7.34,0.65,64.0
474251,2020-05-02 22:00:00,21.83,40.49,3.91,12.07,16.04,12.83,0.51,4.49,20.42,3.01,8.29,0.78,62.0
474252,2020-05-02 23:00:00,22.11,39.0,4.09,13.79,17.93,12.74,0.52,4.53,15.62,3.02,8.52,0.91,56.0
474253,2020-05-03 00:00:00,23.19,39.57,3.95,10.74,14.73,12.67,0.4,4.82,27.45,2.89,7.77,0.89,52.0
474254,2020-05-03 01:00:00,19.16,35.61,3.79,8.33,12.14,13.07,0.31,5.1,31.59,1.7,5.64,0.42,48.0
474255,2020-05-03 02:00:00,16.21,31.44,3.76,7.26,11.07,13.05,0.28,4.9,31.63,1.13,5.49,0.32,40.0
474256,2020-05-03 03:00:00,13.0,26.81,3.84,6.74,10.61,12.82,0.27,4.56,27.25,0.88,6.44,0.32,40.0
474257,2020-05-03 04:00:00,10.51,24.37,3.75,7.3,11.1,12.77,0.26,4.87,25.55,0.85,5.71,0.31,40.0
474258,2020-05-03 05:00:00,9.56,23.54,3.89,8.61,12.56,12.88,0.25,4.74,21.8,0.86,5.39,0.36,40.0
474259,2020-05-03 06:00:00,8.9,23.99,4.22,10.07,14.33,12.82,0.29,4.73,21.95,0.94,5.48,0.39,40.0
474260,2020-05-03 07:00:00,9.02,21.48,3.99,9.21,13.24,12.85,0.32,4.94,28.64,1.36,7.09,0.52,40.0
474261,2020-05-03 08:00:00,8.44,21.09,3.95,8.44,12.44,12.66,0.32,5.46,34.57,1.03,6.72,0.47,42.0
474262,2020-05-03 09:00:00,8.27,21.6,3.95,8.28,12.26,12.8,0.31,5.85,37.29,1.04,5.39,0.38,43.0
474263,2020-05-03 10:00:00,9.04,20.14,4.04,9.07,13.16,12.95,0.33,6.62,43.83,1.05,5.27,0.33,48.0
474264,2020-05-03 11:00:00,12.41,22.03,3.94,8.98,12.96,13.11,0.37,6.58,48.37,1.25,6.07,0.38,52.0
474265,2020-05-03 12:00:00,16.63,25.92,3.76,8.52,12.3,13.14,0.38,7.33,57.81,1.57,6.81,0.37,59.0
474266,2020-05-03 13:00:00,19.63,30.58,3.72,8.24,12.0,13.62,0.38,7.06,59.97,1.68,6.58,0.36,63.0
474267,2020-05-03 14:00:00,20.1,32.71,3.83,7.87,11.76,13.57,0.38,6.93,65.72,1.63,6.88,0.34,67.0
474268,2020-05-03 15:00:00,19.77,37.24,3.71,7.78,11.53,13.29,0.38,7.0,68.2,1.52,6.25,0.32,70.0
474269,2020-05-03 16:00:00,23.08,39.03,3.82,7.36,11.2,13.32,0.38,7.11,70.42,1.6,6.44,0.34,72.0
474270,2020-05-03 17:00:00,24.67,40.11,3.66,7.63,11.34,13.19,0.36,6.73,69.49,1.62,6.17,0.33,74.0
474271,2020-05-03 18:00:00,26.69,40.83,3.81,8.15,12.0,13.12,0.39,6.52,62.77,1.81,5.62,0.4,74.0
474272,2020-05-03 19:00:00,26.67,43.71,5.44,10.81,16.28,12.91,0.41,5.45,49.83,2.1,5.8,0.58,74.0
474273,2020-05-03 20:00:00,26.44,41.59,3.71,10.57,14.31,13.28,0.48,5.32,38.85,2.34,6.0,0.61,74.0
474274,2020-05-03 21:00:00,27.15,46.5,4.05,12.48,16.59,13.18,0.6,5.06,29.89,3.24,6.56,0.75,74.0
474275,2020-05-03 22:00:00,25.79,47.99,4.11,15.53,19.67,12.81,0.68,5.01,24.97,3.71,7.56,0.87,74.0
474276,2020-05-03 23:00:00,28.54,53.67,3.95,13.47,17.49,12.99,0.61,5.63,31.32,4.39,7.62,0.9,73.0
474277,2020-05-04 00:00:00,29.63,55.25,3.99,11.61,15.63,12.8,0.55,5.78,30.45,3.77,6.16,0.66,70.0
474278,2020-05-04 01:00:00,31.14,55.78,3.82,10.68,14.55,13.01,0.45,5.19,26.86,3.02,5.96,0.54,64.0
474279,2020-05-04 02:00:00,29.53,53.14,3.84,9.96,13.84,13.29,0.4,4.98,26.81,2.52,6.5,0.58,53.0
474280,2020-05-04 03:00:00,27.73,48.56,3.96,9.71,13.72,13.31,0.4,5.09,21.42,2.35,6.6,0.59,45.0
474281,2020-05-04 04:00:00,27.0,45.88,4.05,11.04,15.16,12.94,0.4,5.07,18.16,2.28,6.76,0.59,43.0
474282,2020-05-04 05:00:00,25.17,47.09,4.14,11.77,15.96,12.68,0.41,4.34,12.05,2.59,6.65,0.59,44.0
474283,2020-05-04 06:00:00,25.69,44.93,5.13,13.67,18.85,12.69,0.42,4.0,10.06,2.78,7.46,0.61,43.0
474284,2020-05-04 07:00:00,24.34,44.56,4.77,13.05,17.88,12.54,0.42,4.7,19.31,2.6,7.23,0.56,43.0
474285,2020-05-04 08:00:00,23.53,43.75,3.98,9.85,13.87,12.68,0.35,6.38,30.93,2.19,5.98,0.55,43.0
474286,2020-05-04 09:00:00,22.33,42.27,3.99,8.4,12.43,12.62,0.32,6.05,33.79,1.52,5.24,0.44,44.0
474287,2020-05-04 10:00:00,20.98,42.32,4.02,8.05,12.13,12.75,0.35,5.38,34.33,1.37,5.37,0.36,46.0
474288,2020-05-04 11:00:00,18.88,41.36,3.99,8.39,12.42,13.19,0.38,5.4,38.22,1.45,5.91,0.37,46.0
474289,2020-05-04 12:00:00,19.35,41.29,4.01,9.03,13.09,12.81,0.44,6.46,43.66,1.5,6.34,0.38,48.0
474290,2020-05-04 13:00:00,22.71,44.2,3.91,8.83,12.79,12.65,0.43,6.4,49.62,1.77,6.37,0.54,50.0
474291,2020-05-04 14:00:00,23.55,46.81,3.69,7.19,10.94,11.31,0.41,5.4,47.78,1.85,6.32,0.43,51.0
474292,2020-05-04 15:00:00,24.26,48.16,3.77,7.22,11.03,12.3,0.35,4.93,45.75,1.61,6.36,0.36,52.0
474293,2020-05-04 16:00:00,20.3,42.28,3.89,7.55,11.49,12.59,0.3,5.02,48.57,1.09,6.41,0.31,52.0
474294,2020-05-04 17:00:00,17.15,35.29,3.75,7.99,11.79,12.18,0.26,5.47,51.12,1.01,5.62,0.28,53.0
474295,2020-05-04 18:00:00,13.57,30.21,3.68,9.52,13.26,12.23,0.29,5.66,46.37,1.2,5.2,0.3,52.0
474296,2020-05-04 19:00:00,13.45,31.79,3.7,9.84,13.58,11.79,0.34,5.11,38.98,1.55,5.8,0.37,52.0
474297,2020-05-04 20:00:00,16.17,32.3,3.82,10.27,14.14,11.61,0.38,5.11,33.08,1.82,6.34,0.44,52.0
474298,2020-05-04 21:00:00,16.91,36.0,3.77,9.89,13.7,11.43,0.41,4.77,28.02,2.17,6.15,0.42,52.0
474299,2020-05-04 22:00:00,19.57,36.67,3.69,9.14,12.88,11.13,0.37,4.38,26.8,1.63,5.44,0.38,52.0
474300,2020-05-04 23:00:00,18.57,36.32,3.79,10.01,13.85,11.16,0.38,5.02,24.15,1.57,5.7,0.37,52.0
474301,2020-05-05 00:00:00,17.11,35.87,3.78,9.42,13.24,11.64,0.38,5.21,22.26,2.07,5.44,0.34,52.0
474302,2020-05-05 01:00:00,16.75,36.35,3.69,10.82,14.55,11.29,0.35,5.69,18.98,3.76,6.41,0.43,47.0
474303,2020-05-05 02:00:00,17.07,35.0,3.72,9.44,13.19,11.34,0.36,5.1,20.12,3.9,6.4,0.47,42.0
474304,2020-05-05 03:00:00,16.61,35.68,3.75,8.68,12.47,11.36,0.35,4.99,19.31,3.22,5.71,0.41,40.0
474305,2020-05-05 04:00:00,17.2,35.16,3.86,9.49,13.41,11.45,0.35,4.66,19.23,2.69,6.04,0.41,40.0
474306,2020-05-05 05:00:00,19.15,32.07,3.92,8.41,12.37,11.54,0.35,4.49,21.48,2.25,6.28,0.39,39.0
474307,2020-05-05 06:00:00,18.15,32.54,3.97,8.81,12.82,11.38,0.35,4.79,25.06,1.76,6.21,0.39,39.0
474308,2020-05-05 07:00:00,17.61,31.87,3.94,8.74,12.76,11.14,0.36,5.14,30.6,1.47,4.93,0.34,38.0
474309,2020-05-05 08:00:00,15.39,30.99,3.96,8.37,12.36,11.69,0.36,6.09,36.5,1.53,4.93,0.32,40.0
474310,2020-05-05 09:00:00,16.36,32.12,3.9,7.72,11.67,11.68,0.34,5.6,38.73,1.38,5.45,0.27,41.0
474311,2020-05-05 10:00:00,15.59,33.98,3.76,7.0,10.81,11.3,0.35,5.44,40.08,1.26,5.72,0.25,42.0
474312,2020-05-05 11:00:00,16.55,35.22,3.76,7.45,11.26,11.22,0.33,6.06,48.64,1.29,5.57,0.26,49.0
474313,2020-05-05 12:00:00,15.12,35.33,3.95,8.07,12.05,11.88,0.34,7.31,53.24,1.18,5.4,0.23,54.0
474314,2020-05-05 13:00:00,15.5,34.9,3.95,8.16,12.15,11.83,0.34,7.28,49.9,1.44,5.94,0.33,55.0
474315,2020-05-05 14:00:00,16.04,34.01,3.81,7.69,11.55,11.45,0.33,7.45,57.24,1.48,5.9,0.34,58.0
474316,2020-05-05 15:00:00,17.34,39.6,3.71,7.03,10.79,11.41,0.34,6.66,53.06,2.13,5.61,0.32,58.0
474317,2020-05-05 16:00:00,20.46,41.1,3.69,7.48,11.2,11.59,0.32,7.38,47.54,2.19,5.47,0.28,58.0
474318,2020-05-05 17:00:00,19.56,38.95,3.58,7.86,11.5,11.96,0.29,6.74,47.67,1.62,6.74,0.29,58.0
474319,2020-05-05 18:00:00,17.21,35.56,3.79,8.82,12.64,11.56,0.31,6.26,49.36,1.06,6.62,0.3,58.0
474320,2020-05-05 19:00:00,16.02,33.22,3.82,12.36,16.23,11.1,0.35,6.41,33.27,1.29,6.59,0.43,58.0
474321,2020-05-05 20:00:00,19.28,40.2,3.98,11.2,15.22,10.92,0.4,5.41,21.46,1.94,6.0,0.41,58.0
474322,2020-05-05 21:00:00,22.87,41.66,3.76,8.61,12.42,10.68,0.31,5.19,15.7,1.61,5.52,0.33,58.0
474323,2020-05-05 22:00:00,19.43,40.56,3.77,7.28,11.09,10.37,0.29,4.56,12.71,1.08,5.01,0.29,54.0
474324,2020-05-05 23:00:00,17.35,38.4,3.81,7.32,11.18,10.66,0.28,4.18,11.77,1.12,4.82,0.27,52.0
474325,2020-05-06 00:00:00,14.22,34.6,3.82,6.77,10.63,10.74,0.27,3.84,10.95,1.26,4.73,0.23,50.0
474326,2020-05-06 01:00:00,12.96,28.25,3.76,6.46,10.25,10.87,0.26,3.82,10.69,0.98,4.41,0.22,49.0
474327,2020-05-06 02:00:00,12.7,27.11,3.7,6.2,9.94,10.86,0.26,3.77,10.26,0.81,4.41,0.19,37.0
474328,2020-05-06 03:00:00,11.7,28.38,3.86,5.99,9.9,10.66,0.25,3.92,9.38,0.82,4.48,0.21,35.0
474329,2020-05-06 04:00:00,10.17,27.4,3.77,6.44,10.26,10.93,0.24,3.66,12.47,0.79,4.75,0.19,34.0
474330,2020-05-06 05:00:00,7.64,23.72,3.6,6.47,10.12,12.1,0.26,4.0,40.04,0.68,6.78,0.24,43.0
474331,2020-05-06 06:00:00,6.44,22.57,3.54,6.86,10.44,11.87,0.28,4.73,42.6,0.9,5.8,0.2,45.0
474332,2020-05-06 07:00:00,4.76,18.48,3.62,7.74,11.41,11.35,0.29,5.02,40.32,0.86,5.1,0.25,45.0
474333,2020-05-06 08:00:00,3.67,15.43,3.61,8.24,11.87,11.77,0.3,5.04,35.2,0.96,5.07,0.23,45.0
474334,2020-05-06 09:00:00,3.67,15.13,4.05,8.59,12.68,12.0,0.32,4.94,31.51,1.09,4.86,0.4,45.0
474335,2020-05-06 10:00:00,4.97,14.83,3.91,7.44,11.38,11.46,0.34,5.58,33.06,1.07,5.42,0.3,45.0
474336,2020-05-06 11:00:00,5.17,15.55,3.99,8.01,12.04,11.4,0.35,6.4,39.6,1.11,5.48,0.36,45.0
474337,2020-05-06 12:00:00,4.86,17.46,3.78,9.27,13.08,11.75,0.38,6.99,53.34,1.28,5.93,0.36,53.0
474338,2020-05-06 13:00:00,6.73,21.23,3.83,11.93,15.8,11.94,0.36,9.52,62.68,1.71,6.35,0.37,63.0
474339,2020-05-06 14:00:00,9.46,25.66,3.9,17.29,21.26,11.39,0.39,14.09,64.61,2.04,6.57,0.36,67.0
474340,2020-05-06 15:00:00,14.09,26.53,3.86,12.37,16.25,11.17,0.39,10.68,74.5,2.08,6.29,0.37,77.0
474341,2020-05-06 16:00:00,16.98,32.41,3.79,9.75,13.59,11.05,0.38,9.52,82.54,1.94,6.32,0.36,85.0
474342,2020-05-06 17:00:00,20.39,35.15,3.85,10.37,14.29,11.12,0.39,9.28,78.02,1.88,6.45,0.34,86.0
474343,2020-05-06 18:00:00,19.25,36.19,3.81,10.7,14.54,11.18,0.4,8.63,71.58,1.94,6.69,0.47,87.0
474344,2020-05-06 19:00:00,20.94,37.44,3.87,12.36,16.28,10.58,0.44,9.31,71.76,2.05,6.28,0.42,87.0
474345,2020-05-06 20:00:00,21.88,38.83,3.88,13.52,17.45,10.6,0.48,8.36,53.22,2.47,6.96,0.52,87.0
474346,2020-05-06 21:00:00,20.54,39.14,3.97,15.86,19.87,10.91,0.55,6.6,35.52,2.91,8.07,0.63,86.0
474347,2020-05-06 22:00:00,24.13,39.54,4.02,17.55,21.62,11.07,0.56,6.41,28.1,3.41,8.72,0.82,86.0
474348,2020-05-06 23:00:00,26.46,45.49,4.07,18.86,22.98,10.26,0.48,7.45,24.14,4.15,8.78,0.88,86.0
474349,2020-05-07 00:00:00,24.69,43.47,4.29,19.15,23.49,10.23,0.46,6.79,20.13,3.48,8.03,1.03,82.0
